Resource ID,Ethereum Token Address,Ethereum Handler Address,Ethereum Token Name,Ethereum Token Symbol,Ethereum Token Decimals,Avalanche Token Address,Avalanche Handler Address,Avalanche Token Name,Avalanche Token Symbol,Avalanche Token Decimals
0000000000000000000000c12d099be31567add4e4e4d0d45691c3f58f566301,0xc12d099be31567add4e4e4d0D45691C3F58f5663,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Auctus Token,AUC,18,0xA2252Bd027D8400FFaB301895198992301ff8eE4,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Auctus,AUC,18
000000000000000000000018aaa7115705e8be94bffebde57af9bfc265b99801,0x18aAA7115705e8be94bfFEBDE57Af9BFc265B998,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Audius,AUDIO,18,0x26779e46A55637B648906CF4CbbF2F3427dDBf42,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Audius,AUDIO,18
00000000000000000000001985365e9f78359a9b6ad760e32412f4a445e86201,0x1985365e9f78359a9B6AD760e32412f4a445E862,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Reputation,REP,18,0x5d785De7583F7a7dD124E20D00908cf60f37DBB3,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Augur,REP,18
0000000000000000000000f5d669627376ebd411e34b98f19c868c8aba5ada01,0xF5D669627376EBd411E34b98F19C868c8ABA5ADA,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Axie Infinity Shard,AXS,18,0xC3DA635246a199b631203E85D6FCD45FbbCb5b2b,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Axie Infinity Shard,AXS,18
00000000000000000000003449fc1cd036255ba1eb19d65ff4ba2b8903a69a01,0x3449FC1Cd036255BA1EB19d65fF4BA2b8903A69a,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BAC,BAC,18,0xf10597CCAfA437ff53e244D45fb4e386C50bd822,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,BAC,BAC,18
0000000000000000000000ba100000625a3754423978a60c9317c58a424e3d01,0xba100000625a3754423978a60c9317c58a424e3D,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Balancer,BAL,18,0xe952253C9fee85847cBF33840E3866b3465CCF5d,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Balancer,BAL,18
00000000000000000000001f573d6fb3f13d689ff844b4ce37794d79a7ff1c01,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Bancor Network Token,BNT,18,0x55920e46da62b072C6097c7B921fA36487039933,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bancor,BNT,18
0000000000000000000000ba11d00c5f74255f56a5e366f4f77f5a186d7f5501,0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BandToken,BAND,18,0xe69b823A4050b2B84651d255eF417B598aF44918,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Band Protocol,BAND,18
00000000000000000000006b785a0322126826d8226d77e173d75dafb84d1101,0x6b785a0322126826d8226d77e173d75DAfb84d11,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Bankroll Vault,VLT,18,0xef813B114E0014E135A7315aEE19391Db2E72abd,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bankroll Vault,VLT,18
0000000000000000000000374cb8c27130e2c9e04f44303f3c8351b9de61c101,0x374CB8C27130E2c9E04F44303f3c8351B9De61C1,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BaoToken,BAO,18,0x42bA0b165a8cA57d63f4b6299977e1C1823A1BcB,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bao Token,BAO,18
00000000000000000000000391d2021f89dc339f60fff84546ea23e337750f01,0x0391D2021f89DC339F60Fff84546EA23E337750f,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BarnBridge Governance Token,BOND,18,0x282aD4e3Ece690325A9A6dB4a833EF8449297f43,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Barn Bridge Governance Token,BOND,18
0000000000000000000000a7ed29b253d8b4e3109ce07c80fc570f81b6369601,0xa7ED29B253D8B4E3109ce07c80fc570f81B63696,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BAS,BAS,18,0xCf89c1Ec9D28aCDf19943f6aFD9b3Ef05e4b185E,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,BAS,BAS,18
00000000000000000000000d8775f648430679a709e98d2b0cb6250d2887ef01,0x0D8775F648430679A709E98d2b0Cb6250d2887EF,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Basic Attention Token,BAT,18,0xAd544CD2F421A1cC75162CFE9AD83E71eCD35E70,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Basic Attention Token,BAT,18
000000000000000000000003066da434e5264ef0b32f787923f974a5726fdc01,0x03066dA434e5264ef0B32f787923f974A5726fDc,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BCS,BCS,18,0x4040480Ae573EbD6AB2f1BbD10C89C21f04A3a34,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,BCS,BCS,18
0000000000000000000000763186eb8d4856d536ed4478302971214febc6a901,0x763186eB8d4856D536eD4478302971214FEbc6A9,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Better Betting,BETR,18,0x816aEA46bA699aeaf67523Ba85B8D6A81401DF3e,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Better Betting,BETR,18
00000000000000000000004fabb145d64652a948d72533023f6e7a623c7c5301,0x4Fabb145d64652a948d72533023f6E7A623C7C53,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Binance USD,BUSD,18,0x3677638067FeD0B12f2916197c468a0aed52D99A,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Binance USD,BUSD,18
000000000000000000000070401dfd142a16dc7031c56e862fc88cb9537ce001,0x70401dFD142A16dC7031c56E862Fc88Cb9537Ce0,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Bird.Money,BIRD,18,0xeEe24455Fe2E3CB91Cfd2F019B7754f813F389D4,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bird. Money,BIRD,18
00000000000000000000001234567461d3f8db7496581774bd869c83d51c9301,0x1234567461d3f8Db7496581774Bd869C83D51c93,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BitClave,CAT,18,0x0B19381cAe10474166c301Abc2bd8671773032aD,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bit Clave,CAT,18
