Resource ID,Ethereum Token Address,Ethereum Handler Address,Ethereum Token Name,Ethereum Token Symbol,Ethereum Token Decimals,Avalanche Token Address,Avalanche Handler Address,Avalanche Token Name,Avalanche Token Symbol,Avalanche Token Decimals
00000000000000000000006f87d756daf0503d08eb8993686c7fc01dc44fb101,0x6F87D756DAf0503d08Eb8993686c7Fc01Dc44fB1,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,UniTrade,TRADE,18,0xc95d97181857469f7d3CcACB20a84fC0Dfd69a1b,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,UniTrade,TRADE,18
000000000000000000000007597255910a51509ca469568b048f2597e7250401,0x07597255910a51509CA469568B048F2597E72504,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Uptrennd,1UP,18,0x7fB11D8945653F0978cCA2Ef51442bF31c84e142,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,Uptrennd,1UP,18
00000000000000000000001c48f86ae57291f7686349f12601910bd8d470bb01,0x1c48f86ae57291F7686349F12601910BD8D470bb,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,USDK,USDK,18,0x28A9f61B5dB4F4349C2edFE7a9B234f71e4ad2A7,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,USDK,USDK,18
00000000000000000000004954db6391f4feb5468b6b943d4935353596aec901,0x4954Db6391F4feB5468b6B943D4935353596aEC9,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,USDQ Stablecoin by Q DAO v1.0,USDQ,18,0x4247beA779fE14dabD38547A7eA49d7f57bd1bea,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,USDQ Stablecoin by Q DAO v1.0,USDQ,18
0000000000000000000000dc9ac3c20d1ed0b540df9b1fedc10039df13f99c01,0xdc9Ac3C20D1ed0B540dF9b1feDC10039Df13F99c,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Utrust Token,UTK,18,0x994921baDc83D4F16eEde22B81b64162c50A49EB,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,Utrust Token,UTK,18
0000000000000000000000297e4e5e59ad72b1b0a2fd446929e76117be0e0a01,0x297E4e5e59Ad72B1B0A2fd446929e76117be0E0a,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,ValorToken,VALOR,18,0x5499B77D5Ddc35680A26Ff270D96A5c2eB859df4,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,ValorToken,VALOR,18
000000000000000000000049e833337ece7afe375e44f4e3e8481029218e5c01,0x49E833337ECe7aFE375e44F4E3e8481029218E5c,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Value Liquidity,VALUE,18,0x05Fe3039ecc7E03342521f583e9B3bb8B1bf5EB1,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,Value Liquidity,VALUE,18
00000000000000000000002c974b2d0ba1716e644c1fc59982a89ddd2ff72401,0x2C974B2d0BA1716E644c1FC59982a89DDD2fF724,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Vibe,VIB,18,0x81C8d264f14bF69a083446Fd19fFE9A8fE80E3C0,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,Vibe,VIB,18
0000000000000000000000fef4185594457050cc9c23980d301908fe057bb101,0xfeF4185594457050cC9c23980d301908FE057Bb1,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,VIDT Datalink,VIDT,18,0xE1Df06E09531aeD339Cf6C97bEb59De94675d5a8,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,VIDT Datalink,VIDT,18
0000000000000000000000456ae45c0ce901e2e7c99c0718031cec0a7a59ff01,0x456AE45c0CE901E2e7c99c0718031cEc0A7A59Ff,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Vision Network,VSN,18,0x3aCf5DfE16cE85ED98339Dfebf2283537F2229d0,0x6147F5a1a4eEa5C529e2F375Bd86f8F58F8Bc990,Vision Network,VSN,18
